270	15.699187000	host	1.2.1		0x81			27
271	15.743853000	1.2.1	host		0x81			33
272	15.743884000	host	1.2.1		0x81			27
273	15.835325000	1.2.1	host		0x81			33
274	15.835357000	host	1.2.1		0x81			27
275	15.855082000	1.2.1	host		0x81			33
276	15.855114000	host	1.2.1		0x81			27
277	15.887166000	1.2.1	host		0x81			33
278	15.887199000	host	1.2.1		0x81			27
279	15.919275000	1.2.1	host		0x81			33
280	15.919309000	host	1.2.1		0x81			27
281	15.957322000	1.2.1	host		0x81			33
282	15.957386000	host	1.2.1		0x81			27
283	15.987895000	1.2.1	host		0x81			33
284	15.987965000	host	1.2.1		0x81			27
285	16.033446000	1.2.1	host		0x81			33
286	16.033513000	host	1.2.1		0x81			27
287	16.064315000	1.2.1	host		0x81			33
288	16.064352000	host	1.2.1		0x81			27
289	16.312430000	1.2.1	host		0x81			33
290	16.312483000	host	1.2.1		0x81			27
291	16.424035000	1.2.1	host		0x81			33
292	16.424083000	host	1.2.1		0x81			27
293	16.460591000	1.2.1	host		0x81			33
294	16.460630000	host	1.2.1		0x81			27
295	17.040267000	1.2.1	host		0x81			33
296	17.040370000	host	1.2.1		0x81			27
297	17.086172000	1.2.1	host		0x81			33
298	17.086208000	host	1.2.1		0x81			27
299	17.115783000	1.2.1	host		0x81			33
300	17.115819000	host	1.2.1		0x81			27
301	17.145929000	1.2.1	host		0x81			33
302	17.145949000	host	1.2.1		0x81			27
303	17.177202000	1.2.1	host		0x81			33
304	17.177300000	host	1.2.1		0x81			27
305	17.207012000	1.2.1	host		0x81			33
306	17.207075000	host	1.2.1		0x81			27
307	17.237497000	1.2.1	host		0x81			33
308	17.237562000	host	1.2.1		0x81			27
309	17.357534000	1.2.1	host		0x81			33
310	17.357588000	host	1.2.1		0x81			27
311	17.387907000	1.2.1	host		0x81			33
312	17.387946000	host	1.2.1		0x81			27
313	17.419115000	1.2.1	host		0x81			33
314	17.419151000	host	1.2.1		0x81			27
315	17.449399000	1.2.1	host		0x81			33
316	17.449463000	host	1.2.1		0x81			27
317	17.478997000	1.2.1	host		0x81			33
318	17.479033000	host	1.2.1		0x81			27
319	17.524971000	1.2.1	host		0x81			33
320	17.525017000	host	1.2.1		0x81			27
321	17.556120000	1.2.1	host		0x81			33
322	17.556185000	host	1.2.1		0x81			27
323	17.601798000	1.2.1	host		0x81			33
324	17.601841000	host	1.2.1		0x81			27
325	17.647941000	1.2.1	host		0x81			33
326	17.647990000	host	1.2.1		0x81			27
327	17.694360000	1.2.1	host		0x81			33
328	17.694403000	host	1.2.1		0x81			27
329	17.719116000	1.2.1	host		0x81			33
330	17.719138000	host	1.2.1		0x81			27
331	17.751200000	1.2.1	host		0x81			33
332	17.751241000	host	1.2.1		0x81			27
333	17.783241000	1.2.1	host		0x81			33
334	17.783291000	host	1.2.1		0x81			27
335	17.811057000	1.2.1	host		0x81			33
336	17.811100000	host	1.2.1		0x81			27
337	17.839321000	1.2.1	host		0x81			33
338	17.839391000	host	1.2.1		0x81			27
339	17.876280000	1.2.1	host		0x81			33
340	17.876420000	host	1.2.1		0x81			27
341	17.908238000	1.2.1	host		0x81			33
342	17.908317000	host	1.2.1		0x81			27
343	17.952968000	1.2.1	host		0x81			33
344	17.953018000	host	1.2.1		0x81			27
345	17.983028000	1.2.1	host		0x81			33
346	17.983059000	host	1.2.1		0x81			27
347	18.014248000	1.2.1	host		0x81			33
348	18.014282000	host	1.2.1		0x81			27
349	18.090142000	1.2.1	host		0x81			33
350	18.090203000	host	1.2.1		0x81			27
351	18.228237000	1.2.1	host		0x81			33
352	18.228280000	host	1.2.1		0x81			27
353	18.343778000	1.2.1	host		0x81			33
354	18.343838000	host	1.2.1		0x81			27
355	18.378609000	1.2.1	host		0x81			33
356	18.378656000	host	1.2.1		0x81			27
357	18.744318000	1.2.1	host		0x81			33
358	18.744385000	host	1.2.1		0x81			27
359	18.816409000	1.2.1	host		0x81			33
360	18.816490000	host	1.2.1		0x81			27
361	18.849601000	1.2.1	host		0x81			33
362	18.849634000	host	1.2.1		0x81			27
363	18.888142000	1.2.1	host		0x81			33
364	18.888195000	host	1.2.1		0x81			27
365	18.925225000	1.2.1	host		0x81			33
366	18.925276000	host	1.2.1		0x81			27
367	18.955985000	1.2.1	host		0x81			33
368	18.956018000	host	1.2.1		0x81			27
369	18.986980000	1.2.1	host		0x81			33
370	18.987026000	host	1.2.1		0x81			27
371	19.017078000	1.2.1	host		0x81			33
372	19.017119000	host	1.2.1		0x81			27
373	19.047784000	1.2.1	host		0x81			33
374	19.047838000	host	1.2.1		0x81			27
375	19.077805000	1.2.1	host		0x81			33
376	19.077850000	host	1.2.1		0x81			27
377	19.106680000	1.2.1	host		0x81			33
378	19.106756000	host	1.2.1		0x81			27
379	19.213893000	1.2.1	host		0x81			33
380	19.213953000	host	1.2.1		0x81			27
381	19.291608000	1.2.1	host		0x81			33
382	19.291667000	host	1.2.1		0x81			27
383	19.328137000	1.2.1	host		0x81			33
384	19.328168000	host	1.2.1		0x81			27
385	19.369210000	1.2.1	host		0x81			33
386	19.369268000	host	1.2.1		0x81			27
387	25.144129000	1.2.1	host		0x81			27
388	25.144183000	1.2.1	host		0x81			27
